unique_day,source_file,file_name,date_time_original,unique_id,nest,classification,camera_start,camera_stop,cohort,camera,date
2018:10:21_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N1,N1,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N2,N2,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N3,N3,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N4,N4,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N5,N5,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N6,N6,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N7,N7,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:10:21_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20 _Salvins_1A.JPG,2018:10:21 18:02:20,2019_1A_N8,N8,E,2018-10-21,2019-04-29,2019,1A,2018:10:21
2018:11:07_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:07 13:45:06 _Salvins_1A.JPG,2018:11:07 13:45:06 _Salvins_1A.JPG,2018:11:07 13:45:06,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:07
2018:11:13_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:13 14:45:07 _Salvins_1A.JPG,2018:11:13 14:45:07 _Salvins_1A.JPG,2018:11:13 14:45:07,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:13
2018:11:13_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:13 14:45:07 _Salvins_1A.JPG,2018:11:13 14:45:07 _Salvins_1A.JPG,2018:11:13 14:45:07,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:13
2018:11:15_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:15 15:45:06 _Salvins_1A.JPG,2018:11:15 15:45:06 _Salvins_1A.JPG,2018:11:15 15:45:06,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:15
2018:11:16_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:16 18:45:11 _Salvins_1A.JPG,2018:11:16 18:45:11 _Salvins_1A.JPG,2018:11:16 18:45:11,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:16
2018:11:16_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:16 17:45:10 _Salvins_1A.JPG,2018:11:16 17:45:10 _Salvins_1A.JPG,2018:11:16 17:45:10,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:11:16
2018:11:16_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:16 11:45:08 _Salvins_1A.JPG,2018:11:16 11:45:08 _Salvins_1A.JPG,2018:11:16 11:45:08,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:16
2018:11:17_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:17 05:45:03 _Salvins_1A.JPG,2018:11:17 05:45:03 _Salvins_1A.JPG,2018:11:17 05:45:03,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:17
2018:11:17_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:17 11:45:04 _Salvins_1A.JPG,2018:11:17 11:45:04 _Salvins_1A.JPG,2018:11:17 11:45:04,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:17
2018:11:19_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:19 15:45:06 _Salvins_1A.JPG,2018:11:19 15:45:06 _Salvins_1A.JPG,2018:11:19 15:45:06,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:19
2018:11:22_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:22 09:45:05 _Salvins_1A.JPG,2018:11:22 09:45:05 _Salvins_1A.JPG,2018:11:22 09:45:05,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:22
2018:11:22_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:22 07:45:04 _Salvins_1A.JPG,2018:11:22 07:45:04 _Salvins_1A.JPG,2018:11:22 07:45:04,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:11:22
2018:11:22_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:22 14:45:06 _Salvins_1A.JPG,2018:11:22 14:45:06 _Salvins_1A.JPG,2018:11:22 14:45:06,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:22
2018:11:23_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:23 08:45:06 _Salvins_1A.JPG,2018:11:23 08:45:06 _Salvins_1A.JPG,2018:11:23 08:45:06,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:23
2018:11:23_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:23 17:45:09 _Salvins_1A.JPG,2018:11:23 17:45:09 _Salvins_1A.JPG,2018:11:23 17:45:09,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:23
2018:11:24_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:24 11:45:07 _Salvins_1A.JPG,2018:11:24 11:45:07 _Salvins_1A.JPG,2018:11:24 11:45:07,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:24
2018:11:24_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:24 10:45:07 _Salvins_1A.JPG,2018:11:24 10:45:07 _Salvins_1A.JPG,2018:11:24 10:45:07,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:24
2018:11:25_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:25 06:45:06 _Salvins_1A.JPG,2018:11:25 06:45:06 _Salvins_1A.JPG,2018:11:25 06:45:06,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:25
2018:11:25_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:25 08:45:08 _Salvins_1A.JPG,2018:11:25 08:45:08 _Salvins_1A.JPG,2018:11:25 08:45:08,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:11:25
2018:11:25_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:25 19:45:14 _Salvins_1A.JPG,2018:11:25 19:45:14 _Salvins_1A.JPG,2018:11:25 19:45:14,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:25
2018:11:27_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:27 11:45:06 _Salvins_1A.JPG,2018:11:27 11:45:06 _Salvins_1A.JPG,2018:11:27 11:45:06,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:27
2018:11:28_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:28 13:45:05 _Salvins_1A.JPG,2018:11:28 13:45:05 _Salvins_1A.JPG,2018:11:28 13:45:05,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:28
2018:11:28_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:28 17:45:08 _Salvins_1A.JPG,2018:11:28 17:45:08 _Salvins_1A.JPG,2018:11:28 17:45:08,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:11:28
2018:11:29_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:29 10:45:04 _Salvins_1A.JPG,2018:11:29 10:45:04 _Salvins_1A.JPG,2018:11:29 10:45:04,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:29
2018:11:29_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:29 09:45:04 _Salvins_1A.JPG,2018:11:29 09:45:04 _Salvins_1A.JPG,2018:11:29 09:45:04,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:29
2018:11:30_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:30 07:45:05 _Salvins_1A.JPG,2018:11:30 07:45:05 _Salvins_1A.JPG,2018:11:30 07:45:05,2019_1A_N1,N1,C,2018-10-21,2019-04-29,2019,1A,2018:11:30
2018:11:30_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:30 18:45:15 _Salvins_1A.JPG,2018:11:30 18:45:15 _Salvins_1A.JPG,2018:11:30 18:45:15,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:11:30
2018:11:30_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:11:30 06:45:05 _Salvins_1A.JPG,2018:11:30 06:45:05 _Salvins_1A.JPG,2018:11:30 06:45:05,2019_1A_N3,N3,C,2018-10-21,2019-04-29,2019,1A,2018:11:30
2018:12:01_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:01 05:45:04 _Salvins_1A.JPG,2018:12:01 05:45:04 _Salvins_1A.JPG,2018:12:01 05:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:01
2018:12:01_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:01 13:45:07 _Salvins_1A.JPG,2018:12:01 13:45:07 _Salvins_1A.JPG,2018:12:01 13:45:07,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:01
2018:12:01_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:01 13:45:07 _Salvins_1A.JPG,2018:12:01 13:45:07 _Salvins_1A.JPG,2018:12:01 13:45:07,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:01
2018:12:02_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:02 06:45:03 _Salvins_1A.JPG,2018:12:02 06:45:03 _Salvins_1A.JPG,2018:12:02 06:45:03,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:02
2018:12:02_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:02 10:45:05 _Salvins_1A.JPG,2018:12:02 10:45:05 _Salvins_1A.JPG,2018:12:02 10:45:05,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:02
2018:12:03_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:03 10:45:06 _Salvins_1A.JPG,2018:12:03 10:45:06 _Salvins_1A.JPG,2018:12:03 10:45:06,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:03
2018:12:03_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:03 05:45:04 _Salvins_1A.JPG,2018:12:03 05:45:04 _Salvins_1A.JPG,2018:12:03 05:45:04,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:03
2018:12:03_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:03 07:45:04 _Salvins_1A.JPG,2018:12:03 07:45:04 _Salvins_1A.JPG,2018:12:03 07:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:03
2018:12:04_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:04 10:45:04 _Salvins_1A.JPG,2018:12:04 10:45:04 _Salvins_1A.JPG,2018:12:04 10:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:04
2018:12:04_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:04 10:45:04 _Salvins_1A.JPG,2018:12:04 10:45:04 _Salvins_1A.JPG,2018:12:04 10:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:04
2018:12:05_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:05 07:45:05 _Salvins_1A.JPG,2018:12:05 07:45:05 _Salvins_1A.JPG,2018:12:05 07:45:05,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:05
2018:12:05_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:05 07:45:05 _Salvins_1A.JPG,2018:12:05 07:45:05 _Salvins_1A.JPG,2018:12:05 07:45:05,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:05
2018:12:05_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:05 07:45:05 _Salvins_1A.JPG,2018:12:05 07:45:05 _Salvins_1A.JPG,2018:12:05 07:45:05,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:05
2018:12:06_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:06 11:45:04 _Salvins_1A.JPG,2018:12:06 11:45:04 _Salvins_1A.JPG,2018:12:06 11:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:06
2018:12:06_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:06 11:45:04 _Salvins_1A.JPG,2018:12:06 11:45:04 _Salvins_1A.JPG,2018:12:06 11:45:04,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:06
2018:12:06_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:06 11:45:04 _Salvins_1A.JPG,2018:12:06 11:45:04 _Salvins_1A.JPG,2018:12:06 11:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:06
2018:12:07_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:07 06:45:04 _Salvins_1A.JPG,2018:12:07 06:45:04 _Salvins_1A.JPG,2018:12:07 06:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:07
2018:12:07_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:07 06:45:04 _Salvins_1A.JPG,2018:12:07 06:45:04 _Salvins_1A.JPG,2018:12:07 06:45:04,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:07
2018:12:07_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:07 06:45:04 _Salvins_1A.JPG,2018:12:07 06:45:04 _Salvins_1A.JPG,2018:12:07 06:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:07
2018:12:08_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:08 15:45:08 _Salvins_1A.JPG,2018:12:08 15:45:08 _Salvins_1A.JPG,2018:12:08 15:45:08,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:08
2018:12:08_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:08 15:45:08 _Salvins_1A.JPG,2018:12:08 15:45:08 _Salvins_1A.JPG,2018:12:08 15:45:08,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:08
2018:12:08_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:08 15:45:08 _Salvins_1A.JPG,2018:12:08 15:45:08 _Salvins_1A.JPG,2018:12:08 15:45:08,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:08
2018:12:09_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:09 08:45:03 _Salvins_1A.JPG,2018:12:09 08:45:03 _Salvins_1A.JPG,2018:12:09 08:45:03,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:09
2018:12:09_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:09 08:45:03 _Salvins_1A.JPG,2018:12:09 08:45:03 _Salvins_1A.JPG,2018:12:09 08:45:03,2019_1A_N2,N2,C,2018-10-21,2019-04-29,2019,1A,2018:12:09
2018:12:09_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:09 08:45:03 _Salvins_1A.JPG,2018:12:09 08:45:03 _Salvins_1A.JPG,2018:12:09 08:45:03,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:09
2018:12:10_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:10 05:45:04 _Salvins_1A.JPG,2018:12:10 05:45:04 _Salvins_1A.JPG,2018:12:10 05:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:10
2018:12:10_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:10 05:45:04 _Salvins_1A.JPG,2018:12:10 05:45:04 _Salvins_1A.JPG,2018:12:10 05:45:04,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:10
2018:12:10_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:10 05:45:04 _Salvins_1A.JPG,2018:12:10 05:45:04 _Salvins_1A.JPG,2018:12:10 05:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:10
2018:12:11_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:11 07:45:04 _Salvins_1A.JPG,2018:12:11 07:45:04 _Salvins_1A.JPG,2018:12:11 07:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:11
2018:12:11_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:11 07:45:04 _Salvins_1A.JPG,2018:12:11 07:45:04 _Salvins_1A.JPG,2018:12:11 07:45:04,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:11
2018:12:11_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:11 07:45:04 _Salvins_1A.JPG,2018:12:11 07:45:04 _Salvins_1A.JPG,2018:12:11 07:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:11
2018:12:12_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:12 09:45:04 _Salvins_1A.JPG,2018:12:12 09:45:04 _Salvins_1A.JPG,2018:12:12 09:45:04,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:12
2018:12:12_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:12 09:45:04 _Salvins_1A.JPG,2018:12:12 09:45:04 _Salvins_1A.JPG,2018:12:12 09:45:04,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:12
2018:12:12_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:12 09:45:04 _Salvins_1A.JPG,2018:12:12 09:45:04 _Salvins_1A.JPG,2018:12:12 09:45:04,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:12
2018:12:13_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:13 10:45:10 _Salvins_1A.JPG,2018:12:13 10:45:10 _Salvins_1A.JPG,2018:12:13 10:45:10,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:13
2018:12:13_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:13 10:45:10 _Salvins_1A.JPG,2018:12:13 10:45:10 _Salvins_1A.JPG,2018:12:13 10:45:10,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:13
2018:12:13_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:13 10:45:10 _Salvins_1A.JPG,2018:12:13 10:45:10 _Salvins_1A.JPG,2018:12:13 10:45:10,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:13
